year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
2008,Veracruz,M s de 1 hasta 2 s.m.,80739,64177,16562,7843614,5905488,1938126,79.487,20.513,0
2008,Veracruz,M s de 10 s.m.,2086822,915129,1171693,7843614,5905488,1938126,43.853,56.147,0
2008,Veracruz,M s de 2 hasta 3 s.m.,1002620,962849,39771,7843614,5905488,1938126,96.033,3.967,0
2008,Veracruz,M s de 3 hasta 5 s.m.,1123536,737445,386091,7843614,5905488,1938126,65.636,34.364,0
2008,Veracruz,M s de 5 hasta 10 s.m.,137375,107646,29729,7843614,5905488,1938126,78.359,21.641,0
2008,Veracruz,No especificado,64091,43864,20227,7843614,5905488,1938126,68.44,31.56,0
2008,Veracruz,No recibe ingresos,491832,447542,44290,7843614,5905488,1938126,90.995,9.005,0
2008,Yucat n,1 salario m¡nimo,6524,6256,268,2182864,1497994,684870,95.892,4.108,0
2008,Yucat n,Menos de 1 s.m.,400750,370065,30685,2182864,1497994,684870,92.343,7.657,0
2008,Yucat n,M s de 1 hasta 2 s.m.,18603,14346,4257,2182864,1497994,684870,77.117,22.883,0
2008,Yucat n,M s de 10 s.m.,490234,216945,273289,2182864,1497994,684870,44.253,55.747,0
2008,Yucat n,M s de 2 hasta 3 s.m.,326825,319300,7525,2182864,1497994,684870,97.698,2.302,0
2008,Yucat n,M s de 3 hasta 5 s.m.,688888,355666,333222,2182864,1497994,684870,51.629,48.371,0
2008,Yucat n,M s de 5 hasta 10 s.m.,100805,79413,21392,2182864,1497994,684870,78.779,21.221,0
2008,Yucat n,No especificado,26112,19315,6797,2182864,1497994,684870,73.97,26.03,0
2008,Yucat n,No recibe ingresos,124123,116688,7435,2182864,1497994,684870,94.01,5.99,0
2008,Zacatecas,1 salario m¡nimo,23765,23062,703,1478430,1072224,406206,97.042,2.958,0
2008,Zacatecas,Menos de 1 s.m.,591299,501814,89485,1478430,1072224,406206,84.866,15.134,0
2008,Zacatecas,M s de 1 hasta 2 s.m.,3513,2946,567,1478430,1072224,406206,83.86,16.14,0
2008,Zacatecas,M s de 10 s.m.,386346,155361,230985,1478430,1072224,406206,40.213,59.787,0
2008,Zacatecas,M s de 2 hasta 3 s.m.,202710,199592,3118,1478430,1072224,406206,98.462,1.538,0
2008,Zacatecas,M s de 3 hasta 5 s.m.,184127,116306,67821,1478430,1072224,406206,63.166,36.834,0
2008,Zacatecas,M s de 5 hasta 10 s.m.,45897,37080,8817,1478430,1072224,406206,80.79,19.21,0
2008,Zacatecas,No especificado,7198,3918,3280,1478430,1072224,406206,54.432,45.568,0
2008,Zacatecas,No recibe ingresos,33575,32145,1430,1478430,1072224,406206,95.741,4.259,0
2009,Aguascalientes,1 salario m¡nimo,4512,4326,186,1018094,724369,293725,95.878,4.122,0
2009,Aguascalientes,Menos de 1 s.m.,109388,103376,6012,1018094,724369,293725,94.504,5.496,0
2009,Aguascalientes,M s de 1 hasta 2 s.m.,6088,4622,1466,1018094,724369,293725,75.92,24.08,0
2009,Aguascalientes,M s de 10 s.m.,300755,148627,152128,1018094,724369,293725,49.418,50.582,0
2009,Aguascalientes,M s de 2 hasta 3 s.m.,143470,138788,4682,1018094,724369,293725,96.737,3.263,0
2009,Aguascalientes,M s de 3 hasta 5 s.m.,334744,222658,112086,1018094,724369,293725,66.516,33.484,0
2009,Aguascalientes,M s de 5 hasta 10 s.m.,50241,40336,9905,1018094,724369,293725,80.285,19.715,0
2009,Aguascalientes,No especificado,9158,4589,4569,1018094,724369,293725,50.109,49.891,0
2009,Aguascalientes,No recibe ingresos,59738,57047,2691,1018094,724369,293725,95.495,4.505,0
2009,Baja California,1 salario m¡nimo,5156,4827,329,3044723,2004471,1040252,93.619,6.381,0
2009,Baja California,Menos de 1 s.m.,336117,259595,76522,3044723,2004471,1040252,77.234,22.766,0
2009,Baja California,M s de 1 hasta 2 s.m.,29911,25242,4669,3044723,2004471,1040252,84.39,15.61,0
2009,Baja California,M s de 10 s.m.,956993,500348,456645,3044723,2004471,1040252,52.283,47.717,0
2009,Baja California,M s de 2 hasta 3 s.m.,371509,361391,10118,3044723,2004471,1040252,97.277,2.723,0
2009,Baja California,M s de 3 hasta 5 s.m.,1004356,583760,420596,3044723,2004471,1040252,58.123,41.877,0
2009,Baja California,M s de 5 hasta 10 s.m.,119225,86288,32937,3044723,2004471,1040252,72.374,27.626,0
2009,Baja California,No especificado,40666,24036,16630,3044723,2004471,1040252,59.106,40.894,0
2009,Baja California,No recibe ingresos,180790,158984,21806,3044723,2004471,1040252,87.938,12.062,0
2009,Baja California Sur,1 salario m¡nimo,8765,8446,319,562003,410245,151758,96.361,3.639,0
2009,Baja California Sur,Menos de 1 s.m.,97687,82855,14832,562003,410245,151758,84.817,15.183,0
2009,Baja California Sur,M s de 1 hasta 2 s.m.,11069,8525,2544,562003,410245,151758,77.017,22.983,0
2009,Baja California Sur,M s de 10 s.m.,184299,91558,92741,562003,410245,151758,49.679,50.321,0
2009,Baja California Sur,M s de 2 hasta 3 s.m.,118109,113011,5098,562003,410245,151758,95.684,4.316,0
2009,Baja California Sur,M s de 3 hasta 5 s.m.,65480,41827,23653,562003,410245,151758,63.878,36.122,0
2009,Baja California Sur,M s de 5 hasta 10 s.m.,25937,20743,5194,562003,410245,151758,79.975,20.025,0
2009,Baja California Sur,No especificado,6045,3283,2762,562003,410245,151758,54.309,45.691,0
2009,Baja California Sur,No recibe ingresos,44612,39997,4615,562003,410245,151758,89.655,10.345,0
2009,Campeche,1 salario m¡nimo,35587,28697,6890,853605,629753,223852,80.639,19.361,0
2009,Campeche,Menos de 1 s.m.,282433,259658,22775,853605,629753,223852,91.936,8.064,0
2009,Campeche,M s de 1 hasta 2 s.m.,3770,3266,504,853605,629753,223852,86.631,13.369,0
2009,Campeche,M s de 10 s.m.,205494,86489,119005,853605,629753,223852,42.088,57.912,0
2009,Campeche,M s de 2 hasta 3 s.m.,117606,113253,4353,853605,629753,223852,96.299,3.701,0
2009,Campeche,M s de 3 hasta 5 s.m.,123348,62641,60707,853605,629753,223852,50.784,49.216,0
2009,Campeche,M s de 5 hasta 10 s.m.,17632,13246,4386,853605,629753,223852,75.125,24.875,0
2009,Campeche,No especificado,8474,6051,2423,853605,629753,223852,71.407,28.593,0
2009,Campeche,No recibe ingresos,59261,56452,2809,853605,629753,223852,95.26,4.74,0
2009,Chiapas,1 salario m¡nimo,3368,3368,0,5118074,4004972,1113102,100,0,0
2009,Chiapas,Menos de 1 s.m.,2640555,2510529,130026,5118074,4004972,1113102,95.076,4.924,0
2009,Chiapas,M s de 1 hasta 2 s.m.,32918,26219,6699,5118074,4004972,1113102,79.649,20.351,0
2009,Chiapas,M s de 10 s.m.,1032910,332416,700494,5118074,4004972,1113102,32.182,67.818,0
2009,Chiapas,M s de 2 hasta 3 s.m.,474031,465579,8452,5118074,4004972,1113102,98.217,1.783,0
2009,Chiapas,M s de 3 hasta 5 s.m.,541775,317220,224555,5118074,4004972,1113102,58.552,41.448,0
2009,Chiapas,M s de 5 hasta 10 s.m.,158052,127826,30226,5118074,4004972,1113102,80.876,19.124,0
2009,Chiapas,No especificado,11825,7800,4025,5118074,4004972,1113102,65.962,34.038,0
2009,Chiapas,No recibe ingresos,222640,214015,8625,5118074,4004972,1113102,96.126,3.874,0
2009,Chihuahua,1 salario m¡nimo,12907,12005,902,3250459,2398067,852392,93.012,6.988,0
2009,Chihuahua,Menos de 1 s.m.,575537,548979,26558,3250459,2398067,852392,95.386,4.614,0
2009,Chihuahua,M s de 1 hasta 2 s.m.,23122,21326,1796,3250459,2398067,852392,92.233,7.767,0
2009,Chihuahua,M s de 10 s.m.,883946,514471,369475,3250459,2398067,852392,58.202,41.798,0
2009,Chihuahua,M s de 2 hasta 3 s.m.,439102,425719,13383,3250459,2398067,852392,96.952,3.048,0
2009,Chihuahua,M s de 3 hasta 5 s.m.,1024663,647490,377173,3250459,2398067,852392,63.191,36.809,0
2009,Chihuahua,M s de 5 hasta 10 s.m.,94511,64342,30169,3250459,2398067,852392,68.079,31.921,0
2009,Chihuahua,No especificado,54337,40564,13773,3250459,2398067,852392,74.653,25.347,0
2009,Chihuahua,No recibe ingresos,142334,123171,19163,3250459,2398067,852392,86.537,13.463,0
2009,Ciudad de Mxico,1 salario m¡nimo,9993,7246,2747,7400137,4877861,2522276,72.511,27.489,0
2009,Ciudad de Mxico,Menos de 1 s.m.,53104,46602,6502,7400137,4877861,2522276,87.756,12.244,0
2009,Ciudad de Mxico,M s de 1 hasta 2 s.m.,102006,79673,22333,7400137,4877861,2522276,78.106,21.894,0
2009,Ciudad de Mxico,M s de 10 s.m.,2838228,1411128,1427100,7400137,4877861,2522276,49.719,50.281,0
2009,Ciudad de Mxico,M s de 2 hasta 3 s.m.,789913,735406,54507,7400137,4877861,2522276,93.1,6.9,0
2009,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1850135,1187711,662424,7400137,4877861,2522276,64.196,35.804,0
2009,Ciudad de Mxico,M s de 5 hasta 10 s.m.,458558,328895,129663,7400137,4877861,2522276,71.724,28.276,0
2009,Ciudad de Mxico,No especificado,324638,206636,118002,7400137,4877861,2522276,63.651,36.349,0
2009,Ciudad de Mxico,No recibe ingresos,973562,874564,98998,7400137,4877861,2522276,89.831,10.169,0
2009,Coahuila,1 salario m¡nimo,57091,54327,2764,2649218,1903643,745575,95.159,4.841,0
2009,Coahuila,Menos de 1 s.m.,244282,232851,11431,2649218,1903643,745575,95.321,4.679,0
2009,Coahuila,M s de 1 hasta 2 s.m.,19004,14522,4482,2649218,1903643,745575,76.415,23.585,0
2009,Coahuila,M s de 10 s.m.,780684,361385,419299,2649218,1903643,745575,46.291,53.709,0
2009,Coahuila,M s de 2 hasta 3 s.m.,333592,318311,15281,2649218,1903643,745575,95.419,4.581,0
2009,Coahuila,M s de 3 hasta 5 s.m.,867910,631863,236047,2649218,1903643,745575,72.803,27.197,0
2009,Coahuila,M s de 5 hasta 10 s.m.,144462,111949,32513,2649218,1903643,745575,77.494,22.506,0
2009,Coahuila,No especificado,44943,30365,14578,2649218,1903643,745575,67.563,32.437,0
2009,Coahuila,No recibe ingresos,157250,148070,9180,2649218,1903643,745575,94.162,5.838,0
2009,Colima,1 salario m¡nimo,7062,6944,118,675468,461958,213510,98.329,1.671,0
2009,Colima,Menos de 1 s.m.,154466,132669,21797,675468,461958,213510,85.889,14.111,0
2009,Colima,M s de 1 hasta 2 s.m.,8570,6969,1601,675468,461958,213510,81.319,18.681,0
2009,Colima,M s de 10 s.m.,190802,69926,120876,675468,461958,213510,36.648,63.352,0
2009,Colima,M s de 2 hasta 3 s.m.,100517,96201,4316,675468,461958,213510,95.706,4.294,0
2009,Colima,M s de 3 hasta 5 s.m.,108692,67051,41641,675468,461958,213510,61.689,38.311,0
2009,Colima,M s de 5 hasta 10 s.m.,23071,16633,6438,675468,461958,213510,72.095,27.905,0
2009,Colima,No especificado,12646,7766,4880,675468,461958,213510,61.411,38.589,0
2009,Colima,No recibe ingresos,69642,57799,11843,675468,461958,213510,82.994,17.006,0
2009,Durango,1 salario m¡nimo,53505,49053,4452,1550870,1165305,385565,91.679,8.321,0
2009,Durango,Menos de 1 s.m.,427111,413257,13854,1550870,1165305,385565,96.756,3.244,0
2009,Durango,M s de 1 hasta 2 s.m.,13759,11603,2156,1550870,1165305,385565,84.33,15.67,0
2009,Durango,M s de 10 s.m.,394454,149198,245256,1550870,1165305,385565,37.824,62.176,0
2009,Durango,M s de 2 hasta 3 s.m.,175202,171256,3946,1550870,1165305,385565,97.748,2.252,0
2009,Durango,M s de 3 hasta 5 s.m.,308590,215512,93078,1550870,1165305,385565,69.838,30.162,0
2009,Durango,M s de 5 hasta 10 s.m.,47908,37727,10181,1550870,1165305,385565,78.749,21.251,0
2009,Durango,No especificado,16660,8687,7973,1550870,1165305,385565,52.143,47.857,0
2009,Durango,No recibe ingresos,113681,109012,4669,1550870,1165305,385565,95.893,4.107,0
2009,Estado de Mxico,1 salario m¡nimo,31195,30863,332,15132200,10884953,4247247,98.936,1.064,0
2009,Estado de Mxico,Menos de 1 s.m.,1276226,1129148,147078,15132200,10884953,4247247,88.476,11.524,0
2009,Estado de Mxico,M s de 1 hasta 2 s.m.,131099,114723,16376,15132200,10884953,4247247,87.509,12.491,0
2009,Estado de Mxico,M s de 10 s.m.,4583448,2302868,2280580,15132200,10884953,4247247,50.243,49.757,0
2009,Estado de Mxico,M s de 2 hasta 3 s.m.,2197915,2131808,66107,15132200,10884953,4247247,96.992,3.008,0
2009,Estado de Mxico,M s de 3 hasta 5 s.m.,4198117,2781403,1416714,15132200,10884953,4247247,66.254,33.746,0
2009,Estado de Mxico,M s de 5 hasta 10 s.m.,657979,501298,156681,15132200,10884953,4247247,76.188,23.812,0
2009,Estado de Mxico,No especificado,255541,163986,91555,15132200,10884953,4247247,64.172,35.828,0
2009,Estado de Mxico,No recibe ingresos,1800680,1728856,71824,15132200,10884953,4247247,96.011,3.989,0
2009,Guanajuato,1 salario m¡nimo,14440,11962,2478,5644796,3785817,1858979,82.839,17.161,0
2009,Guanajuato,Menos de 1 s.m.,992905,860233,132672,5644796,3785817,1858979,86.638,13.362,0
2009,Guanajuato,M s de 1 hasta 2 s.m.,33677,31500,2177,5644796,3785817,1858979,93.536,6.464,0
2009,Guanajuato,M s de 10 s.m.,1556701,663649,893052,5644796,3785817,1858979,42.632,57.368,0
2009,Guanajuato,M s de 2 hasta 3 s.m.,603280,591551,11729,5644796,3785817,1858979,98.056,1.944,0
2009,Guanajuato,M s de 3 hasta 5 s.m.,1958263,1238192,720071,5644796,3785817,1858979,63.229,36.771,0
2009,Guanajuato,M s de 5 hasta 10 s.m.,229531,167523,62008,5644796,3785817,1858979,72.985,27.015,0
2009,Guanajuato,No especificado,41284,28070,13214,5644796,3785817,1858979,67.992,32.008,0
2009,Guanajuato,No recibe ingresos,214715,193137,21578,5644796,3785817,1858979,89.95,10.05,0
2009,Guerrero,1 salario m¡nimo,10226,9946,280,3794830,2561695,1233135,97.262,2.738,0
2009,Guerrero,Menos de 1 s.m.,1625031,1342761,282270,3794830,2561695,1233135,82.63,17.37,0
2009,Guerrero,M s de 1 hasta 2 s.m.,26190,21909,4281,3794830,2561695,1233135,83.654,16.346,0
2009,Guerrero,M s de 10 s.m.,889771,302161,587610,3794830,2561695,1233135,33.959,66.041,0
2009,Guerrero,M s de 2 hasta 3 s.m.,359189,350541,8648,3794830,2561695,1233135,97.592,2.408,0
2009,Guerrero,M s de 3 hasta 5 s.m.,553681,235081,318600,3794830,2561695,1233135,42.458,57.542,0
2009,Guerrero,M s de 5 hasta 10 s.m.,107887,92530,15357,3794830,2561695,1233135,85.766,14.234,0
2009,Guerrero,No especificado,26724,14060,12664,3794830,2561695,1233135,52.612,47.388,0
2009,Guerrero,No recibe ingresos,196131,192706,3425,3794830,2561695,1233135,98.254,1.746,0
2009,Hidalgo,1 salario m¡nimo,13134,11569,1565,2799469,2030073,769396,88.084,11.916,0
2009,Hidalgo,Menos de 1 s.m.,991280,864799,126481,2799469,2030073,769396,87.241,12.759,0
2009,Hidalgo,M s de 1 hasta 2 s.m.,25732,18647,7085,2799469,2030073,769396,72.466,27.534,0
2009,Hidalgo,M s de 10 s.m.,610123,270671,339452,2799469,2030073,769396,44.363,55.637,0
2009,Hidalgo,M s de 2 hasta 3 s.m.,319744,314150,5594,2799469,2030073,769396,98.25,1.75,0
2009,Hidalgo,M s de 3 hasta 5 s.m.,587252,327929,259323,2799469,2030073,769396,55.841,44.159,0
2009,Hidalgo,M s de 5 hasta 10 s.m.,80847,68218,12629,2799469,2030073,769396,84.379,15.621,0
2009,Hidalgo,No especificado,20840,13354,7486,2799469,2030073,769396,64.079,35.921,0
2009,Hidalgo,No recibe ingresos,150517,140736,9781,2799469,2030073,769396,93.502,6.498,0
2009,Jalisco,1 salario m¡nimo,18468,17735,733,7736830,5300847,2435983,96.031,3.969,0
2009,Jalisco,Menos de 1 s.m.,1156582,1040855,115727,7736830,5300847,2435983,89.994,10.006,0
2009,Jalisco,M s de 1 hasta 2 s.m.,56357,39330,17027,7736830,5300847,2435983,69.787,30.213,0
2009,Jalisco,M s de 10 s.m.,2350579,1043311,1307268,7736830,5300847,2435983,44.385,55.615,0
2009,Jalisco,M s de 2 hasta 3 s.m.,962894,936578,26316,7736830,5300847,2435983,97.267,2.733,0
2009,Jalisco,M s de 3 hasta 5 s.m.,2286308,1494612,791696,7736830,5300847,2435983,65.372,34.628,0
2009,Jalisco,M s de 5 hasta 10 s.m.,409196,308965,100231,7736830,5300847,2435983,75.505,24.495,0
2009,Jalisco,No especificado,92378,58880,33498,7736830,5300847,2435983,63.738,36.262,0
2009,Jalisco,No recibe ingresos,404068,360581,43487,7736830,5300847,2435983,89.238,10.762,0
2009,Michoac n,1 salario m¡nimo,8827,7078,1749,4661697,3284112,1377585,80.186,19.814,0
2009,Michoac n,Menos de 1 s.m.,1376950,1240799,136151,4661697,3284112,1377585,90.112,9.888,0
2009,Michoac n,M s de 1 hasta 2 s.m.,18367,14729,3638,4661697,3284112,1377585,80.193,19.807,0
2009,Michoac n,M s de 10 s.m.,1445418,569882,875536,4661697,3284112,1377585,39.427,60.573,0
2009,Michoac n,M s de 2 hasta 3 s.m.,553122,542381,10741,4661697,3284112,1377585,98.058,1.942,0
2009,Michoac n,M s de 3 hasta 5 s.m.,880870,579159,301711,4661697,3284112,1377585,65.749,34.251,0
2009,Michoac n,M s de 5 hasta 10 s.m.,141783,122073,19710,4661697,3284112,1377585,86.098,13.902,0
2009,Michoac n,No especificado,28642,15383,13259,4661697,3284112,1377585,53.708,46.292,0
2009,Michoac n,No recibe ingresos,207718,192628,15090,4661697,3284112,1377585,92.735,7.265,0
2009,Morelos,1 salario m¡nimo,10172,10172,0,1784854,1230400,554454,100,0,0
2009,Morelos,Menos de 1 s.m.,390401,354300,36101,1784854,1230400,554454,90.753,9.247,0
2009,Morelos,M s de 1 hasta 2 s.m.,7453,6423,1030,1784854,1230400,554454,86.18,13.82,0
2009,Morelos,M s de 10 s.m.,585653,226959,358694,1784854,1230400,554454,38.753,61.247,0
2009,Morelos,M s de 2 hasta 3 s.m.,277686,272139,5547,1784854,1230400,554454,98.002,1.998,0
2009,Morelos,M s de 3 hasta 5 s.m.,329566,203302,126264,1784854,1230400,554454,61.688,38.312,0
2009,Morelos,M s de 5 hasta 10 s.m.,53269,41087,12182,1784854,1230400,554454,77.131,22.869,0
2009,Morelos,No especificado,21390,14812,6578,1784854,1230400,554454,69.247,30.753,0
2009,Morelos,No recibe ingresos,109264,101206,8058,1784854,1230400,554454,92.625,7.375,0
2009,Nacional,1 salario m¡nimo,829450,737805,91645,113762691,80350818,33411873,88.951,11.049,0
2009,Nacional,Menos de 1 s.m.,24869173,22196276,2672897,113762691,80350818,33411873,89.252,10.748,0
2009,Nacional,M s de 1 hasta 2 s.m.,885133,714993,170140,113762691,80350818,33411873,80.778,19.222,0
2009,Nacional,M s de 10 s.m.,31633550,14158780,17474770,113762691,80350818,33411873,44.759,55.241,0
2009,Nacional,M s de 2 hasta 3 s.m.,14381669,13933311,448358,113762691,80350818,33411873,96.882,3.118,0
2009,Nacional,M s de 3 hasta 5 s.m.,27339202,17004105,10335097,113762691,80350818,33411873,62.197,37.803,0
2009,Nacional,M s de 5 hasta 10 s.m.,4490253,3390590,1099663,113762691,80350818,33411873,75.51,24.49,0
2009,Nacional,No especificado,1509899,958345,551554,113762691,80350818,33411873,63.471,36.529,0
2009,Nacional,No recibe ingresos,7824362,7256613,567749,113762691,80350818,33411873,92.744,7.256,0
2009,Nayarit,1 salario m¡nimo,2516,2516,0,1142227,801937,340290,100,0,0
2009,Nayarit,Menos de 1 s.m.,365668,339031,26637,1142227,801937,340290,92.716,7.284,0
2009,Nayarit,M s de 1 hasta 2 s.m.,9702,7763,1939,1142227,801937,340290,80.014,19.986,0
2009,Nayarit,M s de 10 s.m.,345000,118775,226225,1142227,801937,340290,34.428,65.572,0
2009,Nayarit,M s de 2 hasta 3 s.m.,144349,140225,4124,1142227,801937,340290,97.143,2.857,0
2009,Nayarit,M s de 3 hasta 5 s.m.,168236,103792,64444,1142227,801937,340290,61.694,38.306,0
2009,Nayarit,M s de 5 hasta 10 s.m.,36313,27842,8471,1142227,801937,340290,76.672,23.328,0
2009,Nayarit,No especificado,8984,5776,3208,1142227,801937,340290,64.292,35.708,0
2009,Nayarit,No recibe ingresos,61459,56217,5242,1142227,801937,340290,91.471,8.529,0
2009,Nuevo Le¢n,1 salario m¡nimo,9060,7504,1556,4706957,3372417,1334540,82.826,17.174,0
2009,Nuevo Le¢n,Menos de 1 s.m.,152973,145241,7732,4706957,3372417,1334540,94.946,5.054,0
2009,Nuevo Le¢n,M s de 1 hasta 2 s.m.,43735,36431,7304,4706957,3372417,1334540,83.299,16.701,0
2009,Nuevo Le¢n,M s de 10 s.m.,1259653,598387,661266,4706957,3372417,1334540,47.504,52.496,0
2009,Nuevo Le¢n,M s de 2 hasta 3 s.m.,721004,684679,36325,4706957,3372417,1334540,94.962,5.038,0
2009,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1625783,1172892,452891,4706957,3372417,1334540,72.143,27.857,0
2009,Nuevo Le¢n,M s de 5 hasta 10 s.m.,344466,243903,100563,4706957,3372417,1334540,70.806,29.194,0
2009,Nuevo Le¢n,No especificado,98950,60257,38693,4706957,3372417,1334540,60.896,39.104,0
2009,Nuevo Le¢n,No recibe ingresos,451333,423123,28210,4706957,3372417,1334540,93.75,6.25,0
2009,Oaxaca,1 salario m¡nimo,6596,5770,826,4511842,3041531,1470311,87.477,12.523,0
2009,Oaxaca,Menos de 1 s.m.,2066880,1766334,300546,4511842,3041531,1470311,85.459,14.541,0
2009,Oaxaca,M s de 1 hasta 2 s.m.,11211,9216,1995,4511842,3041531,1470311,82.205,17.795,0
2009,Oaxaca,M s de 10 s.m.,916152,305106,611046,4511842,3041531,1470311,33.303,66.697,0
2009,Oaxaca,M s de 2 hasta 3 s.m.,465279,458072,7207,4511842,3041531,1470311,98.451,1.549,0
2009,Oaxaca,M s de 3 hasta 5 s.m.,770883,259966,510917,4511842,3041531,1470311,33.723,66.277,0
2009,Oaxaca,M s de 5 hasta 10 s.m.,67604,48091,19513,4511842,3041531,1470311,71.136,28.864,0
2009,Oaxaca,No especificado,17166,11965,5201,4511842,3041531,1470311,69.702,30.298,0
2009,Oaxaca,No recibe ingresos,190071,177011,13060,4511842,3041531,1470311,93.129,6.871,0
2009,Puebla,1 salario m¡nimo,29467,28680,787,6547605,4454732,2092873,97.329,2.671,0
2009,Puebla,Menos de 1 s.m.,2170482,1722613,447869,6547605,4454732,2092873,79.365,20.635,0
2009,Puebla,M s de 1 hasta 2 s.m.,29219,24025,5194,6547605,4454732,2092873,82.224,17.776,0
2009,Puebla,M s de 10 s.m.,1468593,658061,810532,6547605,4454732,2092873,44.809,55.191,0
2009,Puebla,M s de 2 hasta 3 s.m.,660519,646937,13582,6547605,4454732,2092873,97.944,2.056,0
2009,Puebla,M s de 3 hasta 5 s.m.,1653604,932328,721276,6547605,4454732,2092873,56.382,43.618,0
2009,Puebla,M s de 5 hasta 10 s.m.,200603,138696,61907,6547605,4454732,2092873,69.14,30.86,0
